"Splunk_Role","splunk_server",app,sharing,stanza,name,value,title,attribute,author,updated
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,action,"case(match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=succeeded""),""success"",match(_raw,""action\=login\sattempt"") AND match(_raw,""info\=failed""),""failure"",match(_raw,""action\=add""),""created"",match(_raw,""action\=delete""),""deleted"",match(_raw,""action\=update""),""modified"",1=1,action)","audittrail : EVAL-action","EVAL-action",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,app,"if(match(_raw,""action\=login\sattempt""),""splunk"",app)","audittrail : EVAL-app","EVAL-app",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,"file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")","audittrail : EVAL-file_modify_time","EVAL-file_modify_time",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,user,"if(isnull(user) OR user=""n/a"" OR user="""",user_id,user)","audittrail : EVAL-user","EVAL-user",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_SA_CIM",global,audittrail,"vendor_status","if(isdir==0 OR isdir==1, ""success"", vendor_status)","audittrail : EVAL-vendor_status","EVAL-vendor_status",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:audit",command,"if(match(cmd,""^[0-9A-F]+$""),urldecode(replace(cmd,""([0-9A-F]{2})"",""%\1"")),cmd)","linux:audit : EVAL-command","EVAL-command",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","bytes_in","if(plugin==""interface"" and isnotnull(if_octets_rx), if(isnum(if_octets_rx), if_octets_rx, 0), fillnull)","linux:collectd:graphite : EVAL-bytes_in","EVAL-bytes_in",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","bytes_out","if(plugin==""interface"" and isnotnull(if_octets_tx), if(isnum(if_octets_tx), if_octets_tx, 0), fillnull)","linux:collectd:graphite : EVAL-bytes_out","EVAL-bytes_out",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite",dsname,"mvindex(split(metric, "".""),1)","linux:collectd:graphite : EVAL-dsname","EVAL-dsname",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite",interface,"if(plugin==""interface"" and isnotnull(plugin_instance), plugin_instance, fillnull)","linux:collectd:graphite : EVAL-interface","EVAL-interface",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","mem_free","if(isnotnull(memory_free_value), memory_free_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-mem_free","EVAL-mem_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","mem_used","if(isnotnull(memory_used_value), memory_used_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-mem_used","EVAL-mem_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite",mount,"if(plugin==""df"" and isnotnull(plugin_instance), plugin_instance, fillnull)","linux:collectd:graphite : EVAL-mount","EVAL-mount",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","storage_free","if(isnotnull(df_complex_free_value), df_complex_free_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-storage_free","EVAL-storage_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","storage_used","if(isnotnull(df_complex_used_value), df_complex_used_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-storage_used","EVAL-storage_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","swap_free","if(isnotnull(swap_free_value), swap_free_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-swap_free","EVAL-swap_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","swap_percent","if(plugin==""swap"" and isnotnull(percent_used_value), percent_used_value, fillnull)","linux:collectd:graphite : EVAL-swap_percent","EVAL-swap_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:graphite","swap_used","if(isnotnull(swap_used_value), swap_used_value/1024/1024, fillnull)","linux:collectd:graphite : EVAL-swap_used","EVAL-swap_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json",bytes,"if(plugin==""interface"" and isnotnull(if_octets_rx) and isnotnull(if_octets_tx), if(isnum(if_octets_rx), if_octets_rx, 0) + if(isnum(if_octets_tx), if_octets_tx, 0), fillnull)","linux:collectd:http:json : EVAL-bytes","EVAL-bytes",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","bytes_in","if(plugin==""interface"" and isnotnull(if_octets_rx), if(isnum(if_octets_rx), if_octets_rx, 0), fillnull)","linux:collectd:http:json : EVAL-bytes_in","EVAL-bytes_in",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","bytes_out","if(plugin==""interface"" and isnotnull(if_octets_tx), if(isnum(if_octets_tx), if_octets_tx, 0), fillnull)","linux:collectd:http:json : EVAL-bytes_out","EVAL-bytes_out",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json",interface,"if(plugin==""interface"" and isnotnull(plugin_instance), plugin_instance, fillnull)","linux:collectd:http:json : EVAL-interface","EVAL-interface",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","mem_free","if(isnotnull(memory_free_value), memory_free_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-mem_free","EVAL-mem_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","mem_used","if(isnotnull(memory_used_value), memory_used_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-mem_used","EVAL-mem_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json",mount,"if(plugin==""df"" and isnotnull(plugin_instance), plugin_instance, fillnull)","linux:collectd:http:json : EVAL-mount","EVAL-mount",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json",packets,"packets_in + packets_out","linux:collectd:http:json : EVAL-packets","EVAL-packets",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","storage_free","if(isnotnull(df_complex_free_value), df_complex_free_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-storage_free","EVAL-storage_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","storage_free_percent","percent_bytes_free_value","linux:collectd:http:json : EVAL-storage_free_percent","EVAL-storage_free_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","storage_used","if(isnotnull(df_complex_used_value), df_complex_used_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-storage_used","EVAL-storage_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","storage_used_percent","percent_bytes_used_value","linux:collectd:http:json : EVAL-storage_used_percent","EVAL-storage_used_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","swap_free","if(isnotnull(swap_free_value), swap_free_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-swap_free","EVAL-swap_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","swap_percent","if(plugin==""swap"" and isnotnull(percent_used_value), percent_used_value, fillnull)","linux:collectd:http:json : EVAL-swap_percent","EVAL-swap_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","swap_used","if(isnotnull(swap_used_value), swap_used_value/1024/1024, fillnull)","linux:collectd:http:json : EVAL-swap_used","EVAL-swap_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_linux",global,"linux:collectd:http:json","total_ops","disk_ops_read + disk_ops_write","linux:collectd:http:json : EVAL-total_ops","EVAL-total_ops",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"Linux:SELinuxConfig",note,"""SELinux is a Linux feature that provides a variety of security policies, including U.S. Department of Defense style mandatory access controls, through the use of Linux Security Modules""","Linux:SELinuxConfig : EVAL-note","EVAL-note",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"aix_secure",action,"if(app=""su"" AND isnull(action),""success"",action)","aix_secure : EVAL-action","EVAL-action",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,bandwidth,bytes,"(rxKB_PS+txKB_PS)*1024","bandwidth : EVAL-bytes","EVAL-bytes",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,bandwidth,"bytes_in","rxKB_PS*1024","bandwidth : EVAL-bytes_in","EVAL-bytes_in",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,bandwidth,"bytes_out","txKB_PS*1024","bandwidth : EVAL-bytes_out","EVAL-bytes_out",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,bandwidth,packets,"rxPackets_PS+txPackets_PS","bandwidth : EVAL-packets","EVAL-packets",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,cpu,"cpu_load_percent","100-pctIdle","cpu : EVAL-cpu_load_percent","EVAL-cpu_load_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,cpu,"cpu_user_percent",pctUser,"cpu : EVAL-cpu_user_percent","EVAL-cpu_user_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,FreeMBytes,"case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-FreeMBytes","EVAL-FreeMBytes",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,PercentFreeSpace,"100.0-tonumber(rtrim(UsePct,""%%""),10)","df : EVAL-PercentFreeSpace","EVAL-PercentFreeSpace",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,PercentUsedSpace,"tonumber(rtrim(UsePct,""%%""),10)","df : EVAL-PercentUsedSpace","EVAL-PercentUsedSpace",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,TotalMBytes,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-TotalMBytes","EVAL-TotalMBytes",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,UsedMBytes,"case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-UsedMBytes","EVAL-UsedMBytes",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,storage,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-storage","EVAL-storage",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,"storage_free","case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-storage_free","EVAL-storage_free",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,"storage_free_percent","100.0-tonumber(rtrim(UsePct,""%%""),10)","df : EVAL-storage_free_percent","EVAL-storage_free_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,"storage_used","case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")","df : EVAL-storage_used","EVAL-storage_used",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,df,"storage_used_percent","tonumber(rtrim(UsePct,""%%""),10)","df : EVAL-storage_used_percent","EVAL-storage_used_percent",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,"fs_notification","file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")","fs_notification : EVAL-file_modify_time","EVAL-file_modify_time",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,RealMemoryMB,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")","hardware : EVAL-RealMemoryMB","EVAL-RealMemoryMB",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,SwapMemoryMB,"case(match(Unit, ""kB""), SwapMemory*pow(1024,-1), match(Unit, ""KB""), SwapMemory*pow(1024,-1), match(Unit, ""mB""), SwapMemory, match(Unit, ""MB""), SwapMemory, match(Unit, ""gB""), SwapMemory*pow(1024,1), match(Unit, ""GB""), SwapMemory*pow(1024,1), match(Unit, ""tB""), SwapMemory*pow(1024,2), match(Unit, ""TB""), SwapMemory*pow(1024,2), match(Unit, ""pB""), SwapMemory*pow(1024,3), match(Unit, ""PB""), SwapMemory*pow(1024,3), 1==1, ""unknown"")","hardware : EVAL-SwapMemoryMB","EVAL-SwapMemoryMB",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,hardware,mem,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")","hardware : EVAL-mem","EVAL-mem",SYSTEM,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","Splunk_TA_nix",global,iostat,"total_ops","case(rReq_PS == ""?"", ""?"", wReq_PS == ""?"", ""?"", 1=1, rReq_PS + wReq_PS)","iostat : EVAL-total_ops","EVAL-total_ops",SYSTEM,
